route_id,route_name,origin_warehouse,destination_city,destination_country,distance_km,estimated_duration_hours,transport_mode,carrier_name,carrier_code,contract_type,base_cost_usd,cost_per_kg_usd,route_status,frequency_per_week,customs_required,cold_chain_required,max_payload_kg,avg_delay_hours,is_active
7059123,RT-6521,Jakarta-WH1,Jakarta,Indonesia,96.2,8.8,Rail,SiCepat,CR6020,Dedicated,21.46,2.665,Active,2,0,1,500,4.0,1
7954735,RT-6577,Jakarta-WH1,Medan,Indonesia,75.0,9.5,Truck,DHL,CR7878,Contracted,265.18,1.609,Active,5,0,1,500,2.31,1
7569695,RT-8627,Jakarta-WH2,Medan,Indonesia,532.3,41.2,Truck,DHL,CR9218,Dedicated,630.97,0.632,Inactive,3,0,0,2000,9.37,1
7867542,RT-1439,Surabaya-WH,Surabaya,Indonesia,493.6,60.5,Truck,J&T,CR1382,Spot,187.93,0.149,Active,7,0,0,10000,3.54,1
7561392,RT-7101,Jakarta-WH2,Medan,Indonesia,14.3,26.2,Truck,Pos Indonesia,CR8320,Spot,68.79,1.634,Active,2,1,0,5000,0.78,0
7971046,RT-4229,Jakarta-WH2,Surabaya,Indonesia,151.4,9.3,Courier,JNE,CR6758,Spot,210.49,0.54,Suspended,7,0,1,2000,0.9,1
7148828,RT-1395,Jakarta-WH2,Manado,Singapore,113.3,10.1,Air,Pos Indonesia,CR1745,Contracted,286.79,0.729,Suspended,7,1,0,10000,5.41,1
7421518,RT-7274,Bandung-WH,Palembang,Indonesia,159.8,4.8,Air,SiCepat,CR1651,Contracted,402.03,1.343,Active,5,0,1,1000,0.48,1
7795279,RT-8996,Jakarta-WH2,Surabaya,Indonesia,10.0,14.9,Air,FedEx,CR7650,Contracted,81.03,1.334,Active,3,1,0,2000,4.19,0
7895128,RT-2918,Bandung-WH,Bandung,Indonesia,1352.4,21.7,Sea,J&T,CR5855,Spot,20.0,0.241,Seasonal,7,0,0,5000,1.93,1
7571557,RT-6138,Medan-WH,Palembang,Malaysia,372.0,68.6,Air,FedEx,CR2185,Spot,469.79,3.31,Inactive,3,0,0,2000,0.57,1
7506011,RT-2512,Jakarta-WH2,Bali,Singapore,296.5,61.8,Truck,JNE,CR6612,Dedicated,86.28,3.416,Active,2,1,1,2000,0.35,1
7550881,RT-2847,Jakarta-WH2,Yogyakarta,Indonesia,618.3,81.6,Truck,JNE,CR6891,Contracted,20.0,3.469,Inactive,3,0,0,1000,2.57,1
7825175,RT-7241,Surabaya-WH,Bali,Indonesia,303.9,5.3,Courier,JNE,CR8143,Spot,57.52,2.232,Active,2,0,0,500,0.13,1
7691087,RT-8010,Bandung-WH,Medan,Indonesia,168.4,9.0,Truck,J&T,CR3998,On-Demand,92.51,2.229,Active,3,0,0,2000,7.97,1
7935099,RT-1272,Jakarta-WH1,Palembang,Malaysia,33.1,33.4,Air,Tiki,CR4945,Spot,80.42,0.898,Inactive,2,0,1,2000,0.37,1
7791030,RT-6911,Jakarta-WH1,Jakarta,Indonesia,922.9,37.2,Truck,J&T,CR9239,On-Demand,81.23,2.794,Active,2,0,1,5000,1.37,0
7009946,RT-6266,Jakarta-WH1,Bandung,Indonesia,78.0,96.6,Courier,JNE,CR5428,Contracted,85.46,2.643,Active,5,0,0,20000,0.06,1
7665079,RT-8487,Jakarta-WH1,Jakarta,Indonesia,91.4,24.5,Air,Pos Indonesia,CR9056,Dedicated,84.24,0.333,Active,5,0,1,2000,1.91,1
7958296,RT-9076,Surabaya-WH,Medan,Indonesia,1033.2,19.5,Air,J&T,CR9155,Contracted,88.25,2.819,Active,1,1,1,10000,0.22,1
7888420,RT-5164,Jakarta-WH1,Surabaya,Indonesia,194.8,3.7,Courier,JNE,CR8442,Contracted,55.51,1.61,Active,3,1,1,2000,3.3,1
7683299,RT-3472,Jakarta-WH1,Semarang,Indonesia,142.8,57.0,Sea,DHL,CR5240,Contracted,20.0,3.291,Inactive,3,0,1,5000,0.55,1
7897816,RT-3585,Medan-WH,Bandung,Indonesia,118.5,30.4,Truck,Pos Indonesia,CR7134,Contracted,423.84,0.981,Active,7,0,0,20000,4.02,1
7400395,RT-3840,Jakarta-WH2,Jakarta,Indonesia,100.6,41.5,Truck,J&T,CR6868,Contracted,46.33,0.678,Active,2,0,1,2000,7.08,1
7561072,RT-1606,Jakarta-WH1,Bandung,Indonesia,403.4,33.8,Truck,Pos Indonesia,CR5396,Contracted,93.94,1.929,Active,1,1,0,20000,2.12,1
7223366,RT-4453,Medan-WH,Jakarta,Indonesia,135.0,35.4,Truck,DHL,CR4978,Contracted,187.98,1.75,Active,3,0,0,2000,10.62,1
7199795,RT-6385,Surabaya-WH,Makassar,Indonesia,207.4,43.4,Air,Pos Indonesia,CR2890,On-Demand,267.32,2.286,Inactive,2,0,0,10000,2.59,1
7631606,RT-8011,Jakarta-WH1,Makassar,Indonesia,677.4,1.8,Truck,JNE,CR7342,Spot,207.82,1.319,Active,3,1,1,5000,1.63,1
7454469,RT-1659,Surabaya-WH,Yogyakarta,Indonesia,1335.8,28.7,Truck,SiCepat,CR1781,Contracted,74.52,1.695,Seasonal,2,1,0,2000,4.5,1
7864233,RT-5557,Jakarta-WH2,Jakarta,Indonesia,551.2,6.5,Air,FedEx,CR1340,On-Demand,47.14,2.896,Active,7,0,1,5000,0.37,1
7346377,RT-1539,Jakarta-WH2,Jakarta,Singapore,239.2,43.0,Air,DHL,CR6621,Contracted,67.7,1.828,Active,3,0,0,10000,4.72,0
7161511,RT-8844,Jakarta-WH1,Bali,Indonesia,265.6,47.9,Sea,DHL,CR9007,Contracted,44.15,1.581,Active,5,0,0,1000,1.44,1
7735004,RT-9198,Jakarta-WH1,Bandung,Vietnam,173.8,2.4,Sea,DHL,CR9051,Spot,125.28,1.813,Active,7,1,0,1000,0.81,0
7117610,RT-7129,Jakarta-WH2,Jakarta,Indonesia,67.1,46.7,Truck,JNE,CR7000,Contracted,102.07,0.975,Active,1,1,0,10000,1.35,1
7034150,RT-6999,Surabaya-WH,Palembang,Indonesia,405.2,93.5,Air,JNE,CR4740,Dedicated,67.94,2.288,Active,3,1,0,1000,2.08,1
7151122,RT-8936,Jakarta-WH2,Medan,Indonesia,457.3,21.2,Air,JNE,CR9383,Spot,228.0,3.324,Inactive,5,0,1,5000,0.33,1
7469785,RT-1771,Jakarta-WH1,Surabaya,Indonesia,61.5,13.5,Sea,SiCepat,CR4407,Contracted,20.0,2.476,Active,3,0,1,500,9.94,1
7400854,RT-4764,Medan-WH,Bandung,Indonesia,239.8,5.6,Sea,FedEx,CR5424,Spot,801.74,1.425,Active,2,0,0,20000,0.23,1
7726400,RT-8304,Bandung-WH,Semarang,Indonesia,174.7,25.6,Air,JNE,CR5651,Dedicated,20.0,1.726,Suspended,5,0,0,5000,4.04,1
7116990,RT-1085,Jakarta-WH1,Bandung,Indonesia,10.0,1.0,Truck,DHL,CR7965,Contracted,131.44,1.799,Active,3,0,1,1000,1.47,0
7789560,RT-9539,Jakarta-WH1,Bandung,Indonesia,25.5,24.4,Air,DHL,CR6567,Spot,52.31,2.128,Active,5,0,0,10000,0.07,1
7574073,RT-7237,Jakarta-WH1,Medan,Indonesia,585.8,37.0,Air,Pos Indonesia,CR8956,Dedicated,199.57,3.194,Inactive,5,0,0,1000,3.68,1
7362158,RT-5508,Jakarta-WH1,Yogyakarta,Indonesia,1195.7,17.1,Air,SiCepat,CR9780,Spot,20.0,3.418,Active,5,0,0,1000,2.3,1
7867009,RT-2430,Medan-WH,Palembang,Singapore,394.4,52.1,Truck,JNE,CR4068,On-Demand,49.81,2.675,Inactive,5,0,0,5000,1.72,1
7015270,RT-6633,Bandung-WH,Bandung,Indonesia,156.3,13.3,Sea,JNE,CR6443,Spot,310.07,0.93,Active,3,0,0,10000,1.47,1
7291432,RT-8379,Jakarta-WH1,Makassar,Indonesia,403.1,12.6,Truck,DHL,CR2558,Contracted,257.31,1.88,Active,5,1,1,5000,1.0,1
7231366,RT-8751,Jakarta-WH2,Semarang,Indonesia,1114.1,41.3,Air,SiCepat,CR4770,Spot,20.0,0.862,Active,7,0,1,500,1.88,1
7835556,RT-5774,Jakarta-WH1,Bandung,Indonesia,842.8,1.0,Sea,J&T,CR3511,Contracted,118.4,0.061,Inactive,1,0,1,2000,3.77,1
7592557,RT-6184,Bandung-WH,Semarang,Indonesia,1010.7,42.9,Truck,SiCepat,CR9064,Contracted,312.34,2.834,Active,1,0,1,1000,1.52,1
7414172,RT-5284,Bandung-WH,Medan,Singapore,27.6,48.0,Air,J&T,CR2998,On-Demand,487.7,1.001,Inactive,2,1,0,1000,3.89,1
7727636,RT-3632,Bandung-WH,Jakarta,Indonesia,714.3,6.2,Truck,J&T,CR8694,On-Demand,271.24,0.086,Active,3,0,0,1000,10.76,1
7431130,RT-9817,Jakarta-WH2,Medan,Indonesia,17.1,26.1,Truck,J&T,CR5356,Contracted,192.49,1.244,Seasonal,5,0,1,2000,4.87,1
7962400,RT-6921,Surabaya-WH,Surabaya,Malaysia,69.4,9.3,Truck,Pos Indonesia,CR6353,Dedicated,149.25,1.324,Active,7,0,0,20000,7.84,1
7604630,RT-9088,Jakarta-WH1,Makassar,Indonesia,110.7,35.2,Truck,Pos Indonesia,CR6845,Contracted,58.89,2.207,Active,5,0,0,5000,0.46,1
7926920,RT-7611,Jakarta-WH2,Medan,Indonesia,230.5,25.1,Rail,SiCepat,CR3277,Contracted,46.41,0.72,Active,7,1,0,5000,1.16,1
7815400,RT-6521,Bandung-WH,Surabaya,Indonesia,335.8,1.1,Truck,J&T,CR1199,Dedicated,20.0,1.334,Active,7,0,0,2000,0.94,0
7026680,RT-9385,Jakarta-WH2,Makassar,Indonesia,155.2,69.6,Air,J&T,CR8299,Dedicated,391.37,1.065,Active,1,0,0,2000,7.3,1
7412202,RT-4151,Jakarta-WH2,Jakarta,Indonesia,213.4,22.1,Air,SiCepat,CR1305,Dedicated,49.09,1.414,Active,3,0,1,5000,1.19,1
7604933,RT-5852,Jakarta-WH1,Semarang,Indonesia,67.6,5.9,Truck,J&T,CR8618,Contracted,136.05,2.422,Active,3,0,0,2000,3.07,0
7788580,RT-3863,Jakarta-WH1,Bandung,Indonesia,168.3,17.5,Truck,FedEx,CR4858,Spot,138.75,0.278,Active,3,1,0,5000,2.1,1
7666111,RT-2499,Jakarta-WH2,Jakarta,Indonesia,230.4,18.8,Truck,DHL,CR2331,Contracted,27.88,2.81,Active,5,1,0,1000,0.55,1
7157213,RT-1270,Jakarta-WH1,Jakarta,Indonesia,273.5,37.2,Truck,SiCepat,CR2468,Dedicated,271.81,0.072,Active,5,0,0,5000,2.36,1
7247013,RT-2828,Surabaya-WH,Medan,Indonesia,10.0,27.0,Air,J&T,CR1813,On-Demand,514.1,2.583,Active,2,0,1,1000,2.53,1
7459445,RT-8115,Medan-WH,Bandung,Indonesia,254.9,9.1,Sea,JNE,CR1789,Spot,156.95,3.387,Active,1,1,1,2000,4.15,1
7748589,RT-9134,Jakarta-WH1,Surabaya,Vietnam,870.3,36.8,Truck,Pos Indonesia,CR3199,Contracted,294.85,3.273,Active,3,0,0,10000,2.99,1
7763878,RT-1951,Medan-WH,Manado,Indonesia,290.4,8.0,Truck,Pos Indonesia,CR2201,Contracted,20.0,2.394,Active,5,0,1,20000,1.17,1
7956278,RT-2266,Jakarta-WH1,Jakarta,Indonesia,267.7,35.1,Truck,J&T,CR3761,Contracted,94.48,2.136,Active,5,1,0,20000,0.14,1
7150872,RT-8920,Bandung-WH,Semarang,Singapore,155.2,41.6,Rail,FedEx,CR1341,Dedicated,567.78,1.692,Active,1,0,1,10000,4.51,1
7115919,RT-8084,Surabaya-WH,Surabaya,Indonesia,10.0,1.0,Sea,DHL,CR5973,Dedicated,95.31,1.8,Active,3,0,1,1000,1.71,1
7324716,RT-6172,Jakarta-WH1,Jakarta,Indonesia,322.9,30.9,Air,SiCepat,CR3692,Spot,304.29,3.409,Active,7,0,0,5000,3.24,0
7695725,RT-1463,Jakarta-WH1,Medan,Indonesia,852.1,1.6,Truck,SiCepat,CR9854,Contracted,180.35,3.166,Active,7,0,1,1000,3.75,1
7082356,RT-3471,Jakarta-WH1,Palembang,Indonesia,411.5,7.2,Air,J&T,CR3475,Contracted,525.13,0.242,Inactive,7,0,0,5000,4.96,0
7090527,RT-7287,Jakarta-WH2,Medan,Malaysia,1193.9,68.9,Truck,SiCepat,CR3185,On-Demand,20.0,2.694,Active,2,0,0,2000,1.09,1
7974492,RT-4416,Jakarta-WH1,Bandung,Indonesia,102.0,8.6,Courier,JNE,CR8728,Spot,257.41,2.303,Active,3,0,0,1000,5.26,1
7176947,RT-4181,Jakarta-WH1,Makassar,Indonesia,591.7,26.9,Truck,SiCepat,CR5545,Spot,112.61,1.391,Active,3,0,0,2000,1.64,1
7072368,RT-6273,Jakarta-WH2,Jakarta,Indonesia,81.9,6.3,Air,DHL,CR1689,On-Demand,20.0,0.07,Active,3,0,0,1000,1.23,1
7006195,RT-1382,Surabaya-WH,Palembang,Indonesia,569.1,13.0,Courier,JNE,CR7502,On-Demand,357.46,2.874,Active,2,0,0,500,1.28,1
7360294,RT-6287,Jakarta-WH1,Jakarta,Indonesia,297.2,20.4,Truck,JNE,CR4165,Dedicated,20.0,2.754,Suspended,3,0,1,2000,8.62,0
7134668,RT-5549,Bandung-WH,Jakarta,Indonesia,741.7,6.7,Air,Tiki,CR6942,Spot,145.87,3.033,Active,2,0,1,10000,0.89,1
8185703,RT-5832,Jakarta-WH1,Bandung,Malaysia,278.1,5.1,Truck,JNE,CR2483,Contracted,287.01,0.968,Inactive,2,0,0,2000,1.53,0
7706385,RT-6942,Jakarta-WH1,Surabaya,Indonesia,79.6,19.1,Courier,FedEx,CR1161,Spot,287.57,1.006,Suspended,7,1,1,1000,2.44,1
7162160,RT-6507,Medan-WH,Jakarta,Malaysia,209.5,11.6,Air,SiCepat,CR4406,Contracted,265.38,3.109,Active,2,0,0,2000,4.77,1
7637867,RT-2305,Jakarta-WH1,Makassar,Indonesia,195.8,18.0,Truck,FedEx,CR9566,Contracted,599.82,0.622,Active,5,0,1,2000,2.44,1
7352003,RT-9174,Medan-WH,Medan,Indonesia,594.4,4.3,Sea,Pos Indonesia,CR8374,Contracted,49.67,2.059,Active,5,0,1,1000,0.83,1
7005098,RT-4526,Jakarta-WH1,Semarang,Indonesia,157.0,46.9,Truck,FedEx,CR9946,Contracted,137.79,1.686,Inactive,5,0,0,10000,0.36,1
7040308,RT-4038,Jakarta-WH1,Medan,Indonesia,1515.7,11.2,Air,JNE,CR9075,On-Demand,115.22,3.1,Suspended,5,0,0,10000,3.01,1
7276295,RT-2099,Surabaya-WH,Makassar,Indonesia,1050.6,83.6,Air,J&T,CR9656,Contracted,65.48,2.27,Active,1,1,1,20000,10.43,1
7484031,RT-3430,Jakarta-WH2,Medan,Indonesia,501.5,30.5,Air,J&T,CR1574,Spot,553.17,0.164,Active,5,0,0,5000,0.45,1
7974493,RT-2454,Surabaya-WH,Bandung,Indonesia,121.2,65.5,Truck,JNE,CR1839,Dedicated,239.05,2.992,Active,5,0,0,10000,1.3,1
7375160,RT-7181,Jakarta-WH1,Medan,Malaysia,183.5,10.2,Truck,Pos Indonesia,CR6337,Contracted,345.42,0.084,Active,5,0,0,500,1.18,1
7982177,RT-4996,Jakarta-WH2,Yogyakarta,Indonesia,963.6,29.5,Truck,Pos Indonesia,CR4804,On-Demand,505.89,1.317,Active,5,0,0,5000,2.61,1
7478235,RT-3415,Jakarta-WH1,Bandung,Indonesia,203.7,16.9,Courier,Pos Indonesia,CR8373,Contracted,424.61,1.426,Active,3,1,0,20000,5.26,0
7916675,RT-7887,Bandung-WH,Makassar,Vietnam,923.9,18.4,Truck,DHL,CR4381,Dedicated,230.96,0.373,Active,5,0,0,500,1.39,0
7008407,RT-7618,Surabaya-WH,Semarang,Indonesia,595.8,22.9,Truck,FedEx,CR5438,Spot,20.0,0.783,Active,3,1,1,10000,1.49,1
7215464,RT-8288,Jakarta-WH1,Surabaya,Indonesia,169.8,9.1,Truck,Pos Indonesia,CR7240,Dedicated,285.28,1.869,Active,2,0,0,20000,3.58,1
7117427,RT-4800,Jakarta-WH1,Medan,Philippines,35.6,1.0,Truck,JNE,CR7345,Contracted,837.05,2.328,Active,5,0,0,1000,4.18,0
7809057,RT-5675,Surabaya-WH,Semarang,Indonesia,10.0,37.9,Courier,Tiki,CR3056,Contracted,69.81,0.435,Active,3,0,0,2000,4.74,1
7702795,RT-1506,Jakarta-WH2,Medan,Singapore,318.1,22.5,Truck,SiCepat,CR5648,Dedicated,20.0,0.598,Active,3,0,1,2000,0.5,0
7946748,RT-9943,Bandung-WH,Jakarta,Malaysia,277.5,35.8,Rail,Pos Indonesia,CR9809,Dedicated,237.75,0.839,Active,5,1,0,2000,2.63,0
7849036,RT-2864,Jakarta-WH1,Surabaya,Indonesia,158.1,21.8,Truck,SiCepat,CR4914,Contracted,203.46,2.097,Active,3,1,0,10000,0.69,1
7195410,RT-1623,Medan-WH,Surabaya,Indonesia,760.1,19.9,Truck,DHL,CR3895,On-Demand,379.8,1.551,Active,2,1,1,5000,2.46,1
7608292,RT-5844,Jakarta-WH1,Yogyakarta,Indonesia,120.7,7.5,Truck,DHL,CR3933,Contracted,53.82,1.347,Inactive,7,0,0,2000,2.44,1
7551466,RT-3332,Jakarta-WH1,Bandung,Indonesia,517.4,4.6,Truck,Pos Indonesia,CR4789,Contracted,249.29,0.57,Active,1,0,1,20000,2.99,1
7513874,RT-5419,Medan-WH,Bandung,Indonesia,907.0,24.9,Sea,Pos Indonesia,CR2502,Contracted,167.97,2.919,Active,3,0,1,1000,0.28,1
7298052,RT-7022,Surabaya-WH,Jakarta,Malaysia,650.7,40.4,Air,FedEx,CR8962,Dedicated,62.06,0.712,Seasonal,3,0,0,1000,2.2,1
7913636,RT-7490,Bandung-WH,Makassar,Vietnam,865.1,27.2,Air,FedEx,CR7851,Dedicated,20.0,1.895,Active,3,0,0,20000,6.39,0
7600668,RT-4767,Jakarta-WH1,Bali,Indonesia,738.3,45.1,Truck,JNE,CR2544,Contracted,963.29,0.791,Active,1,0,0,10000,0.49,0
7794283,RT-3554,Jakarta-WH1,Jakarta,Indonesia,10.0,6.9,Truck,SiCepat,CR2020,Contracted,317.38,0.877,Active,2,0,1,5000,6.76,1
7140078,RT-6178,Medan-WH,Medan,Indonesia,32.7,19.4,Sea,J&T,CR4839,Spot,156.75,0.49,Active,2,1,0,500,5.79,1
7534344,RT-6084,Medan-WH,Surabaya,Indonesia,555.6,15.1,Sea,FedEx,CR7305,Spot,269.83,1.139,Active,2,1,1,10000,1.26,1
7488774,RT-7640,Surabaya-WH,Jakarta,Indonesia,398.9,28.4,Truck,JNE,CR5907,Dedicated,114.55,2.73,Seasonal,1,0,1,10000,1.92,1
7609980,RT-8698,Surabaya-WH,Surabaya,Indonesia,536.2,2.3,Truck,DHL,CR6664,Spot,337.27,2.746,Active,5,1,1,2000,0.02,1
7075434,RT-7137,Jakarta-WH1,Bali,Indonesia,131.5,10.4,Truck,J&T,CR7053,Dedicated,76.78,3.438,Active,3,1,1,2000,2.01,1
7105752,RT-4535,Jakarta-WH1,Jakarta,Vietnam,243.5,89.7,Rail,JNE,CR2499,Contracted,316.29,0.321,Active,2,1,0,1000,1.87,1
7777918,RT-4262,Jakarta-WH1,Jakarta,Indonesia,37.7,27.3,Air,Tiki,CR2241,On-Demand,382.88,3.376,Suspended,2,0,1,10000,5.33,1
7603870,RT-5995,Jakarta-WH1,Jakarta,Indonesia,961.9,8.3,Truck,J&T,CR9048,Dedicated,162.69,0.279,Active,2,0,1,5000,2.38,1
7483163,RT-7321,Jakarta-WH1,Surabaya,Indonesia,29.1,45.7,Truck,JNE,CR4421,Dedicated,20.0,1.113,Active,3,0,0,500,0.31,1
7552931,RT-2468,Surabaya-WH,Palembang,Indonesia,101.3,2.5,Air,J&T,CR2666,Spot,38.53,2.304,Active,3,0,0,10000,4.56,1
7482505,RT-5994,Jakarta-WH2,Semarang,Indonesia,487.4,5.4,Truck,SiCepat,CR8348,Spot,464.07,0.161,Active,5,0,0,2000,9.16,1
7799901,RT-3113,Surabaya-WH,Jakarta,Malaysia,216.7,3.1,Sea,FedEx,CR7563,On-Demand,181.82,1.528,Active,5,0,0,5000,1.24,1
7276277,RT-6643,Bandung-WH,Surabaya,Indonesia,357.6,36.5,Truck,Pos Indonesia,CR5912,Contracted,207.86,1.789,Inactive,3,1,1,5000,0.36,0
7222288,RT-2958,Jakarta-WH1,Medan,Indonesia,480.6,3.7,Air,JNE,CR4865,Spot,20.0,2.631,Active,7,1,1,1000,0.45,1
7233686,RT-6587,Jakarta-WH2,Jakarta,Indonesia,202.7,87.3,Truck,J&T,CR8786,Spot,236.92,2.499,Active,2,0,0,2000,1.94,1
7922604,RT-4469,Jakarta-WH1,Surabaya,Malaysia,176.1,48.7,Truck,Pos Indonesia,CR4210,Spot,678.82,0.301,Active,1,1,0,2000,0.97,1
7352019,RT-5860,Jakarta-WH1,Surabaya,Philippines,185.4,123.1,Truck,DHL,CR3326,Spot,20.0,0.341,Active,5,1,1,5000,0.25,1
7686254,RT-2231,Jakarta-WH1,Jakarta,Indonesia,387.9,21.5,Courier,DHL,CR6570,Spot,131.99,0.674,Active,2,0,0,1000,0.94,1
7191394,RT-7140,Jakarta-WH2,Jakarta,Indonesia,897.2,64.2,Courier,Pos Indonesia,CR3325,Contracted,20.0,1.048,Active,2,0,0,20000,2.01,1
7374976,RT-9554,Jakarta-WH2,Jakarta,Indonesia,887.8,38.6,Truck,DHL,CR6179,Dedicated,83.41,1.124,Inactive,2,0,1,500,0.9,1
7269773,RT-9315,Jakarta-WH2,Bali,Indonesia,16.6,11.3,Truck,Pos Indonesia,CR9017,Contracted,64.35,0.645,Active,1,0,0,2000,3.24,1
7715824,RT-2470,Jakarta-WH2,Makassar,Indonesia,343.3,21.2,Truck,FedEx,CR5510,Spot,69.07,0.299,Active,7,1,0,5000,0.44,1
7194968,RT-9074,Bandung-WH,Bali,Indonesia,41.1,45.5,Truck,DHL,CR8449,Dedicated,648.78,0.677,Active,2,0,1,500,0.25,1
7222890,RT-1992,Surabaya-WH,Palembang,Indonesia,269.2,8.4,Truck,J&T,CR6578,Spot,194.21,2.612,Inactive,2,1,0,10000,0.92,0
7363381,RT-3025,Surabaya-WH,Semarang,Indonesia,387.7,53.9,Air,DHL,CR8503,Contracted,640.3,1.515,Seasonal,5,0,0,20000,5.49,1
7385345,RT-8211,Bandung-WH,Makassar,Indonesia,234.8,16.3,Truck,DHL,CR1521,Contracted,214.85,1.728,Inactive,5,0,1,2000,4.02,1
7250965,RT-8465,Jakarta-WH2,Bandung,Indonesia,1507.3,123.1,Sea,FedEx,CR6756,Dedicated,168.82,2.297,Active,1,0,0,5000,5.31,1
7227859,RT-8688,Medan-WH,Medan,Indonesia,287.5,13.0,Truck,JNE,CR7455,Spot,35.71,1.624,Active,5,0,1,500,2.41,1
7176818,RT-4506,Jakarta-WH2,Makassar,Singapore,279.0,16.1,Sea,DHL,CR3550,Contracted,67.71,2.136,Active,3,0,0,2000,1.51,1
7160415,RT-4592,Jakarta-WH1,Jakarta,Indonesia,21.3,20.4,Sea,J&T,CR6902,Dedicated,71.36,1.483,Active,2,0,1,2000,1.94,1
7119797,RT-8072,Surabaya-WH,Medan,Singapore,761.7,23.8,Truck,JNE,CR5295,Contracted,20.0,1.625,Active,3,0,0,5000,1.38,0
7877292,RT-7508,Surabaya-WH,Jakarta,Indonesia,1234.7,137.5,Truck,J&T,CR8959,Contracted,88.51,0.555,Active,5,0,1,10000,1.92,1
7268119,RT-2093,Jakarta-WH1,Palembang,Philippines,897.6,1.5,Rail,Pos Indonesia,CR7921,Spot,103.26,1.202,Active,3,0,0,20000,0.15,1
7127107,RT-9864,Jakarta-WH2,Makassar,Malaysia,101.5,4.5,Truck,FedEx,CR6889,On-Demand,575.75,1.273,Active,5,0,0,2000,3.74,1
7558908,RT-9252,Surabaya-WH,Jakarta,Indonesia,489.2,5.4,Truck,DHL,CR9670,Contracted,1291.42,2.979,Active,1,0,0,10000,1.62,1
7411781,RT-9908,Jakarta-WH2,Medan,Malaysia,709.3,105.2,Air,JNE,CR2703,Dedicated,20.0,3.398,Active,5,0,0,500,0.9,0
7299441,RT-5380,Bandung-WH,Makassar,Indonesia,564.3,21.6,Truck,JNE,CR5254,Spot,218.6,2.766,Active,3,0,1,2000,1.18,1
7416564,RT-8468,Jakarta-WH1,Bandung,Indonesia,34.0,6.6,Truck,SiCepat,CR1441,Dedicated,95.57,1.423,Seasonal,2,1,0,20000,1.08,1
7572391,RT-1825,Bandung-WH,Yogyakarta,Vietnam,416.8,36.2,Air,Tiki,CR4658,Contracted,363.12,2.918,Active,2,0,0,5000,0.18,1
7915030,RT-3943,Bandung-WH,Medan,Indonesia,169.4,61.4,Air,J&T,CR3133,Spot,862.81,1.311,Active,2,0,0,5000,0.35,1
7021754,RT-6814,Jakarta-WH2,Palembang,Indonesia,289.4,13.5,Truck,Pos Indonesia,CR9251,Contracted,97.58,3.148,Active,3,0,0,2000,1.71,1
7655046,RT-4604,Jakarta-WH1,Jakarta,Indonesia,710.1,1.0,Truck,Pos Indonesia,CR9708,Contracted,184.38,1.273,Active,2,0,1,1000,3.55,0
7756954,RT-4855,Jakarta-WH1,Bandung,Indonesia,136.1,6.9,Truck,FedEx,CR6897,Contracted,137.96,0.424,Active,3,0,0,1000,2.68,1
8376451,RT-4377,Surabaya-WH,Makassar,Indonesia,186.3,5.4,Truck,J&T,CR3474,On-Demand,247.28,0.626,Inactive,3,0,0,1000,3.7,0
7329728,RT-7581,Surabaya-WH,Surabaya,Indonesia,867.0,41.3,Truck,JNE,CR9006,Dedicated,257.5,0.664,Active,5,0,0,2000,2.76,1
7843388,RT-9537,Bandung-WH,Jakarta,Indonesia,257.9,6.3,Truck,Tiki,CR4461,Contracted,107.34,3.46,Active,3,1,1,1000,1.09,1
7048411,RT-2646,Jakarta-WH1,Semarang,Indonesia,173.2,14.3,Truck,Pos Indonesia,CR7366,Spot,167.84,1.928,Inactive,5,1,1,20000,1.01,1
7187102,RT-4874,Jakarta-WH2,Makassar,Indonesia,174.1,40.3,Rail,JNE,CR1347,Dedicated,389.91,0.877,Active,5,0,0,5000,0.33,1
7947538,RT-9371,Jakarta-WH2,Semarang,Vietnam,132.2,4.9,Truck,DHL,CR2213,Contracted,32.12,1.62,Active,5,0,0,500,6.82,1
7137213,RT-8944,Jakarta-WH2,Jakarta,Philippines,164.2,2.8,Air,JNE,CR7289,Dedicated,203.51,0.085,Active,5,0,1,5000,9.59,1
7908910,RT-7802,Jakarta-WH1,Surabaya,Indonesia,21.0,43.1,Sea,JNE,CR5481,Spot,47.03,1.074,Active,3,0,0,1000,2.51,1
7236162,RT-8193,Surabaya-WH,Bandung,Indonesia,683.0,25.9,Sea,J&T,CR3174,Dedicated,113.76,2.977,Active,3,0,1,2000,7.87,1
7393193,RT-9972,Medan-WH,Jakarta,Indonesia,992.8,35.5,Sea,J&T,CR7659,Contracted,260.77,2.284,Suspended,2,0,0,20000,1.12,0
7887962,RT-4987,Surabaya-WH,Bandung,Malaysia,452.7,21.6,Truck,JNE,CR6389,Contracted,153.79,1.029,Active,5,0,0,5000,7.14,1
7306457,RT-1428,Jakarta-WH2,Medan,Indonesia,592.8,5.7,Sea,J&T,CR3908,Spot,399.94,0.544,Active,5,0,0,1000,6.14,1
7075436,RT-8474,Jakarta-WH1,Surabaya,Philippines,237.5,11.3,Sea,JNE,CR8850,Contracted,347.55,2.157,Active,2,0,0,5000,2.52,1
7193331,RT-3784,Jakarta-WH1,Jakarta,Indonesia,312.4,36.6,Truck,JNE,CR4975,Spot,341.3,0.577,Active,1,0,0,500,0.35,1
